# Exchange:,kucoin
# Total coins:,1062

iterator,coin_name
0,SCR
2,WLD
7,JST
12,C
13,JTO
14,D
16,F
17,G
19,W
20,SFP
23,JUP
26,WOO
27,BABYDOGE
30,FLOKI
32,AVNT
34,TUSD
35,COOKIE
36,MUBARAK
43,TURTLE
44,NXPC
45,ID
46,IO
49,1INCH
51,MAV
54,QUICK
55,PENDLE
56,MBL
60,BMT
66,CGPT
71,SOLAYER
72,MANTA
73,CETUS
76,SPK
77,ME
81,TRUMP
88,OP
94,STO
96,QI
101,CAKE
102,SUN
103,ZBT
106,AIXBT
109,RENDER
114,ONT
117,HYPER
118,WLFI
124,KMNO
125,XAI
126,ZEN
131,SXT
132,DOGS
133,CTSI
134,LINEA
136,SHELL
137,C98
141,GAS
142,BOME
146,BONK
149,HMSTR
154,ZK
155,ZKC
157,HUMA
159,CATI
162,DOLO
166,MTL
168,USDT
171,EDU
173,USD1
175,TREE
176,USDC
179,SATS
181,SUPER
183,ANIME
188,RAY
190,ZRO
194,GMT
195,GMX
196,GNS
197,VANRY
202,KACE
206,VTHO
208,ACTSOL
211,VIRTUAL
213,GPS
219,FIDA
222,SOLV
223,TOWNS
225,GRT
228,TLM
230,LUNC
235,HOLO
237,MIRA
238,HOME
250,ASTER
251,DEGO
252,PNUT
253,VOXEL
256,SAHARA
260,ETH
262,NEO
264,ALT
265,ORDI
269,SIGN
272,ORCA
274,USTC
276,TSTBSC
280,MAGIC
281,ALICE
283,TUT
288,PYTH
293,TWT
294,PARTI
295,ARB
297,CAT
299,PUMP
301,BTT
305,2Z
306,ATA
307,OPEN
309,TNSR
312,KAVA
317,NOT
318,WAL
322,AWE
324,HEI
330,WCT
332,HAEDAL
335,PENGU
338,ALPINE
340,DEXE
341,LISTA
344,KAITO
346,RDNT
347,PYR
349,GIGGLE
356,WIF
360,WIN
365,CYBER
371,CHEEMS
375,AAVE
378,ACH
380,AERGO
382,AGLD
385,APE
386,API3
396,AUCTION
398,AXS
400,BAL
401,BANANA
402,BAND
404,BAT
407,BICO
409,BIO
410,BLUR
414,CELR
418,CHZ
420,CLV
421,COMP
424,CRV
426,CTC
427,CVC
428,CVX
432,DEGEN
436,DOOD
439,DUCK
442,EIGEN
444,ELON
447,ENS
449,ETHFI
456,FOXY
457,FXS
459,GALAX
463,GLM
464,GOAT
465,GODS
468,ICE
472,ILV
473,IMX
478,J
483,KNC
486,LDO
488,LINK
489,LOOKS
490,LPT
491,LQTY
492,LRC
496,MAJOR
497,MANA
498,MASK
500,MEMEFI
503,MET
505,MEW
507,MOODENG
510,NAVX
511,NC
513,NEIROCTO
514,NFT
515,NMR
518,OM
523,ORBS
528,PEOPLE
529,PEPE
530,PERP
531,PHA
533,POL
535,PRCL
536,PROMPT
537,PROVE
538,PSTAKE
541,RACA
545,RPL
546,RSR
550,SAFE
552,SAND
554,SD
555,SHIB
556,SKL
557,SKY
558,SLP
560,SNX
562,SONIC
566,SSV
568,STORJ
569,STRK
572,SUSHI
573,SWEAT
574,SWFTC
575,T
579,TOSHI
581,TRB
583,TURBO
585,UMA
586,UNI
590,VINE
592,VRA
594,XAUT
601,YFI
602,YGG
603,ZBCN
606,ZEUS
609,ZKJ
612,ZRX
616,SUNDOG
617,DBR
619,COQ
628,PONKE
630,SAROS
632,WEN
640,Q
648,ALPHA
649,SWTCH
650,ART
654,TLOS
658,PINGPONG
661,PORTALS
662,BSU
668,LIGHT
671,KGEN
672,P
673,FLK
674,LAB
675,RECALL
676,COMMON
677,RVV
679,CARV
680,GRASS
682,X
684,ZRC
685,BAN
688,FARTCOIN
689,CHILLGUY
690,CLANKER
693,HYPE
695,MAVIA
696,HTX
700,KOMA
708,BRETT
712,SLERF
715,AURORA
717,HNT
726,GRIFFAIN
727,ARCSOL
730,FLOCK
731,AI16Z
732,SWARMS
733,ZEREBRO
734,AVAAI
735,XTER
739,MELANIA
741,JELLYJELLY
747,AERO
748,ROAM
753,MERL
755,AITECH
756,GOMINING
768,BR
769,SIREN
772,KILO
776,RFC
778,EPT
781,ZORA
782,B2
783,HOUSE
786,GORK
788,PRAI
790,SOON
795,SKATE
799,DRIFT
803,ZKL
804,TAIKO
809,ULTI
812,NAKA
815,BLAST
817,MYRO
824,XCN
832,MORE
835,CESS
836,MAT
837,BLUM
838,AIN
839,ICNT
840,CROSS
841,FRAG
843,RCADE
845,BOOM
846,VELVET
847,A47
849,ES
851,EGL1
852,ZKWASM
860,UNITE
861,SUP
862,AIO
863,CYC
865,PUBLIC
866,WAI
871,YZY
872,SAPIEN
873,ARIA
878,FET
879,XMR
880,ANKR
881,MTV
882,CRO
883,KMD
884,TT
885,ATOM
886,CHR
887,NIM
888,COTI
889,XTZ
890,BNB
891,ALGO
892,ADA
893,XEM
894,ZEC
895,ARPA
896,THETA
897,ONE
898,TFUEL
899,SXP
900,ROOBEE
901,AMPL
902,KPOL
903,NWC
904,BEPRO
905,KSM
906,SENSO
907,XDB
908,SYLO
909,STX
910,DOT
911,EWT
912,WAVES
913,SUKU
914,MLK
915,DIA
916,ALEPH
917,CKB
918,VELO
919,FIL
920,UQC
921,SHR
922,ROSE
923,PLU
924,CAS
925,HTR
926,WBTC
927,HYDRA
928,BTC3L
929,BTC3S
930,ETH3L
931,ETH3S
932,REN
933,KLV
934,QNT
935,DAO
936,DOGE
937,ORAI
938,IDEA
939,AVAX
940,KRL
941,SKEY
942,TARA
943,XYM
944,DYP
945,FLUX
946,VAIOT
947,DODO
948,PUNDIX
949,BOSON
950,HAI
951,FORTH
952,GHX
953,TOWER
954,ACE
955,XDC
956,CWS
957,ADA3S
958,KDA
959,ICP
960,CELO
961,OGN
962,GLQ
963,MXC
964,ADA3L
965,HYVE
966,FEAR
967,MAHA
968,UNO
969,XCAD
970,PROM
971,BCH3L
972,BCH3S
973,LSS
974,VET3L
975,VET3S
976,LTC3L
977,LTC3S
978,POLS
979,ZCX
980,GMEE
981,XAVA
982,SFUND
983,AIOZ
984,MARSH
985,NEAR
986,DFYN
987,CFG
988,ROUTE
989,ERG
990,SOL
991,XCH
992,XPR
993,MOVR
994,WILD
995,OXT
996,XRP3L
997,XRP3S
998,PBX
999,GTC
1000,DYDX
1001,RLC
1002,HBAR
1003,XPRT
1004,EGLD
1005,FLOW
1006,DOGE3L
1007,DOGE3S
1008,NKN
1009,SOL3L
1010,SOL3S
1011,DMTR
1012,LINK3L
1013,LINK3S
1014,DOT3L
1015,DOT3S
1016,OPUL
1017,FTT
1018,P2P
1019,RUNE
1020,BLOK
1021,UNI3L
1022,UNI3S
1023,ATOM3L
1024,ATOM3S
1025,PUSH
1026,FLAME
1027,REEF
1028,INJ
1029,BNB3L
1030,BNB3S
1031,AR
1032,JASMY
1033,CPOOL
1034,NEAR3L
1035,NEAR3S
1036,SUSHI3L
1037,SUSHI3S
1038,DREAMS
1039,MTRG
1040,TRU
1041,DATA
1042,ISP
1043,CERE
1044,PAXG
1045,AAVE3L
1046,AUDIO
1047,AAVE3S
1048,XTM
1049,DPR
1050,ADX
1051,AVAX3L
1052,AVAX3S
1053,NUM
1054,MONI
1055,TRADE
1056,LIKE
1057,XTAG
1058,VR
1059,GALAX3L
1060,GALAX3S
1061,HARD
1062,POND
1063,EPIK
1064,NGL
1065,KAIA
1066,CREDI
1067,TRVL
1068,XEC
1069,HEART
1070,GAFI
1071,GEEQ
1072,IOTA
1073,CWEB
1074,REVU
1075,GLMR
1076,GARI
1077,ASTR
1078,ERTHA
1079,AMP
1080,XNO
1081,MARS4
1082,METIS
1083,STG
1084,BNC
1085,CFX
1086,UPO
1087,VEMP
1088,VISION
1089,NYM
1090,SPA
1091,MV
1092,SIN
1093,SYS
1094,OVR
1095,BRISE
1096,GST
1097,AKT
1098,FITFI
1099,BSW
1100,BOBA
1101,BFC
1102,BIFIF
1103,DUSK
1104,CCD
1105,USDD
1106,SCRT
1107,APE3L
1108,APE3S
1109,JASMY3L
1110,JASMY3S
1111,EVER
1112,ICX
1113,USDP
1114,WELL
1115,CSPR
1116,FORT
1117,WEMIX
1118,XRD
1119,DC
1120,RVN
1121,PIX
1122,MPLX
1123,ETHW
1124,ACQ
1125,POKT
1126,APT
1127,EUL
1128,TON
1129,XCV
1130,HFT
1131,AZERO
1132,NAVI
1133,OAS
1134,OSMO
1135,FLR
1136,BDX
1137,HIGH
1138,SHIB2L
1139,SHIB2S
1140,WAXL
1141,ACS
1142,CSIX
1143,SIDUS
1144,SYN
1145,AIPAD
1146,BLZ
1147,MINA
1148,NXRA
1149,HMND
1150,HIFI
1151,STRAX
1152,ARB3S
1153,ARB3L
1154,BTCUP
1155,BTCDOWN
1156,ETHUP
1157,ETHDOWN
1158,MYRIA
1159,KAGI
1160,OTK
1161,ZPAY
1162,PZP
1163,INJUP
1164,INJDOWN
1165,LOCUS
1166,IZI
1167,SUI
1168,SUI3L
1169,SUI3S
1170,KAS
1171,PEPEUP
1172,PEPEDOWN
1173,SUIP
1174,BOBMEME
1175,LMWR
1176,TURBOS
1177,LUNCUP
1178,LUNCDOWN
1179,LADYS
1180,OBI
1181,TSUGT
1182,VOLT
1183,SEI
1184,PIP
1185,XEN
1186,EGO
1187,PEPE2
1188,LYX
1189,DCK
1190,WLDUP
1191,WLDDOWN
1192,PYUSD
1193,ISLM
1194,ZELIX
1195,BIGTIME
1196,NTRN
1197,ARKM
1198,OFN
1199,TIA
1200,MEME
1201,TOKEN
1202,SHRAP
1203,ORDIUP
1204,ORDIDOWN
1205,RPK
1206,ROOT
1207,RATS
1208,VRTX
1209,MIND
1210,KASUP
1211,KASDOWN
1212,TIAUP
1213,TIADOWN
1214,PYTHUP
1215,PYTHDOWN
1216,FLIP
1217,POLYX
1218,MNT
1219,INSP
1220,SEAM
1221,SCPT
1222,MNDE
1223,TAO
1224,ARTY
1225,MUBI
1226,SEIUP
1227,SEIDOWN
1228,MOBILE
1229,ALEX
1230,NFP
1231,APP
1232,NEON
1233,ONDO
1234,GTAI
1235,ZETA
1236,DEFI
1237,DMAIL
1238,AFG
1239,BMX
1240,NETVR
1241,DYM
1242,BCUT
1243,PIXEL
1244,TADA
1245,SLN
1246,QORPO
1247,PORTAL
1248,AEG
1249,SCA
1250,NIBI
1251,AEVO
1252,MPC
1253,BEFI
1254,GMRX
1255,BRAWL
1256,VENOM
1257,ENA
1258,USDE
1259,TRUF
1260,G3
1261,ESE
1262,BLOCK
1263,MASA
1264,SQR
1265,MAPO
1266,KARRAT
1267,VINU
1268,PBUX
1269,LL
1270,RIO
1271,ZERO
1272,REZ
1273,MANEKI
1274,WSDM
1275,CTA
1276,BB
1277,NLK
1278,FURY
1279,SQD
1280,WLTH
1281,MONPRO
1282,LKI
1283,OORT
1284,ATH
1285,UNA
1286,ARTFI
1287,SLF
1288,NRN
1289,TST
1290,NATIX
1291,ZEX
1292,REDO
1293,MOG
1294,ANYONE
1295,XR
1296,MOCA
1297,SYNT
1298,AVAIL
1299,CXT
1300,LRDS
1301,LSD
1302,L3
1303,POPCAT
1304,ORDER
1305,MAK
1306,CHO
1307,RMV
1308,NOTAI
1309,NEIRO
1310,EGP
1311,LOGX
1312,LAY3R
1313,BABYBNB
1314,CATS
1315,HIPPO
1316,WMTX
1317,PUFFER
1318,DEEP
1319,OMNIA
1320,TAP
1321,NAYM
1322,GODL
1323,ARCA
1324,PHIL
1325,COW
1326,SWELL
1327,PEAQ
1328,LUCE
1329,NS
1330,LUMIA
1331,HSK
1332,PNDR
1333,MICHI
1334,NPC
1335,ASI
1336,MORPHO
1337,RIFSOL
1338,RWA
1339,SDM
1340,MIGGLES
1341,KIMA
1342,HAPPY
1343,FRED
1344,WOD
1345,READY
1346,SYRUP
1347,SUPRA
1348,MGT
1349,XION
1350,GOATS
1351,QUILL
1352,E4C
1353,CHEQ
1354,SPX
1355,STNK
1356,U2U
1357,GIGA
1358,DOGEGOV
1359,KIP
1360,MOZ
1361,MOVE
1362,STAGE
1363,BLUE
1364,MONKY
1365,HOLD
1366,LINGO
1367,PEN
1368,MNRY
1369,STREAM
1370,USUAL
1371,ISLAND
1372,ITHACA
1373,FUEL
1374,HPOS10I
1375,EYWA
1376,FOMO
1377,FB
1378,PURR
1379,TEVA
1380,MILADYCULT
1381,REKT
1382,LAVA
1383,EMYC
1384,SERAPH
1385,VANA
1386,GAMEAI
1387,CLAY
1388,ACX
1389,CLOUD
1390,PAAL
1391,BABYSHARK
1392,RONIN
1393,LOFI
1394,TREAT
1395,XYRO
1396,LLM
1397,S
1398,CHIRP
1399,OBT
1400,PLUME
1401,ANLOG
1402,YULI
1403,ALU
1404,SLC
1405,VVV
1406,BERA
1407,SNAI
1408,BUZZ
1409,GRIFT
1410,IP
1411,SFI
1412,G7
1413,DIN
1414,XOXO
1415,RIZ
1416,MEMHASH
1417,PAIN
1418,B3
1419,BROCCOLI
1420,NVG8
1421,REACT
1422,FWOG
1423,HONEY
1424,REDSTONE
1425,LVVA
1426,EPIC
1427,SLING
1428,PAWS
1429,BUBB
1430,NIL
1431,SEED
1432,GUN
1433,ZND
1434,TAI
1435,KERNEL
1436,FREEDOG
1437,BABY
1438,DARK
1439,H1
1440,INIT
1441,TROLL
1442,MILK
1443,TGT
1444,USELESS
1445,GIZA
1446,AGT
1447,PFVS
1448,A
1449,ELDE
1450,SOPH
1451,LAT
1452,BUN
1453,RDO
1454,ASRR
1455,EDGEN
1456,PRO
1457,LA
1458,MIRAI
1459,ZEUSETH
1460,RESOLV
1461,BOMB
1462,BULLA
1463,NAM
1464,MOOLAH
1465,VAIX
1466,H
1467,MGO
1468,DMC
1469,NEWT
1470,LOT
1471,NODE
1472,ECHO
1473,ZEUSCC8
1474,MORI
1475,HAIO
1476,VSN
1477,THINK
1478,RION
1479,TRN
1480,ERA
1481,ANI
1482,MANYU
1483,AI3
1484,XU3O8
1485,ASP
1486,XNY
1487,ELP
1488,URANUS
1489,IKA
1490,GAIA
1491,NOBODY
1492,A2Z
1493,IN
1494,K
1495,DSYNC
1496,SLAY
1497,SNEK
1498,PROPS
1499,ODOS
1500,OPAD
1501,ALKIMI
1502,AKE
1503,DGC
1504,BAS
1505,XPIN
1506,BERT
1507,BTR
1508,FST
1509,CAMP
1510,MISSION
1511,CELB
1512,KORI
1513,XLAB
1514,SOMI
1515,PTB
1516,U
1517,RARI
1518,KONG
1519,POP
1520,YAMA
1521,UB
1522,COLS
1523,XL1
1524,VLR
1525,MAIGA
1526,RUNWAGO
1527,BARD
1528,0G
1529,NUMI
1530,SYND
1531,XAN
1532,GAIN
1533,PIN
1534,XPL
1535,STBL
1536,VFY
1537,HANA
1538,FF
1539,INC
1540,EDEN
1541,TRUTH
1542,LGCT
1543,CYPR
1544,MF
1545,LYN
1546,KLINK
1547,PIPE
1548,NOM
1549,CLO
1550,XMN
1551,ANOME
1552,ENSO
1553,WBAI
1554,YB
1555,BLUAI
1556,BELIEVE
1557,LMTS
1558,PING
1559,XNL
1560,IAG
1561,PIGGY
1562,EAT
1563,BOS
1564,VSYS
1565,AVA
1566,BAX
1567,BCH
1568,BSV
1569,BTC
1570,DAG
1571,DASH
1572,DCR
1573,DENT
1574,DGB
1575,ELA
1576,ELF
1577,ENJ
1578,ETC
1579,ETN
1580,IOST
1581,IOTX
1582,KCS
1583,LSK
1584,LTC
1585,MAN
1586,OMG
1587,QKC
1588,QTUM
1589,REQ
1590,SOUL
1591,TEL
1592,TIME
1593,TRAC
1594,TRX
1595,VET
1596,WAN
1597,XLM
1598,XRP
1599,XYO
1600,ZIL
